,issue,title,date,text,representative_name,representative_state,representative_party,representative_committee
75,Economy,Rep. Sewell Votes to Pass Two Historic Immigration Bills,"March 18, 2021","Washington, D.C. - Today, U.S. Rep. Terri Sewell (AL-07) voted to pass H.R. 6, the American Dream and Promise Act, and H.R. 1603, the Farm Workforce Modernization Act, two landmark pieces of legislation to modernize and reform our immigration system. 
“Our country is at its strongest when we embrace our immigrant communities. I was proud today to vote in favor of two historic immigration bills that will strengthen protections for our Dreamers and our farmworkers,” said Rep. Terri Sewell. “The COVID-19 pandemic and resulting economic crisis has inflicted a devastating toll on immigrant communities and essential frontline workers, including our farmworkers, making the protections in these bills vitally important.”
“The American Dream and Promise Act acknowledges the important contributions made by our nation’s Dreamers to our economy and to our communities by providing a lawful pathway to citizenship,” continued Sewell. “The Farm Workforce Modernization Act provides stability, predictability and fairness to the workers who feed America. These bills will work in tandem to ensure our immigrant communities can continue to pursue their American dream as they strengthen, enrich and contribute to our nation.”
The American Dream and Promise Act:.

Establishes a path to lawful permanent resident (LPR) status for Dreamers and for certain individuals who either held or were eligible for (Temporary Protected Status) TPS or (Deferred Enforced Departure) or DED.  The majority of these individuals have been in the United States for much of their lives, often with work authorization and temporary protections against deportation. Five years after attaining full LPR status, individuals are then eligible to apply for citizenship, a path that is supported by nearly 75 percent of the American public. 
Promotes justice and fairness for our nation’s Dreamers, and for the TPS and DED holders who fled ongoing armed conflict and other extraordinary conditions to come to this country. 

The Farm Workforce Modernization Act:

Stabilizes the agricultural sector and preserves our rural heritage by ensuring that farmers can meet their labor needs by establishing a program for agricultural workers, their spouses and minor children to earn legal Certified Agricultural Worker (CAW) status through continued agricultural employment.  
Reforms the H-2A temporary agricultural worker program to provide more flexibility for employers, while ensuring critical protections for workers.  
Establishes a mandatory, nationwide E-Verify system to ensure compliance with the reformed H-2A visa program while also protecting workers’ due process rights to ensure a legal workforce for the agriculture sector.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
76,Economy,"Rep. Sewell Speaks at Press Conference with RWDSU, Congressional Delegation to Support the Right of Amazon Workers in Bessemer to Unionize","March 4, 2021","Washington, D.C. - Today, Rep. Terri Sewell (AL-07) spoke at a press conference with RWDSU President Stuart Appelbaum and Representatives Andy Levin (MI-09), Jamaal Bowman (NY-16), Cori Bush (MO-01), and Nikema Williams (GA-05) in support of Amazon employees' right to unionize in Bessemer. Below are Sewell’s remarks. 
Rep. Terri Sewell: I’m Congresswoman Terri Sewell, and I am honored each and every day to represent Alabama’s 7th Congressional District. I want to thank Stuart, I want to thank the workers from Amazon, and all of the organizers from RWDSU for the courage to stand with Alabama workers. 
The world is watching Alabama, and I want you to know that these workers are following a rich tradition—a tradition of civil rights and human rights of crusading against something that is wrong. This weekend, we celebrate the 56th Anniversary of Bloody Sunday in Selma, Alabama. I know that Alabama workers, like Kevin, Jennifer, and Darryl, all of these Amazon workers, stand in the same tradition as John Lewis, as Amelia Boynton Robinson, as those Foot Soldiers that dared to change the world by having the audacity to stand up for their rights. 
I am welcomed today by a delegation from Congress who are standing with these workers, and we have one message. Our message is: We see you! We hear you, Alabama workers! And we are with you! We are with you!
I just want all of you to know that it is a basic human right, the right to organize, and it is in my DNA. I am the daughter of educators, and if it wasn’t for the Alabama Education Association, AEA, my mother and my father would not have been able to integrate public schools in Alabama in order to be teachers, in order to be coaches, in order to be guidance counselors.
It is important that the people of Alabama know that workers have rights. It is because of unions that we have a five day work week. It is because of unions that we have safer conditions in our places of work. It is because of unions that we have benefits. 
And so, all we ask is that, free of intimidation, the people of Alabama, Amazon workers, have the right to choose whether or not they organize—free of intimidation, free of interference. That is what we want. 
I want to thank my colleagues for joining me, and today I’m with four of them: Congressman Andy Levin from Michigan; Congressman Jamaal Bowman from New York; Congresswoman Nikema Williams from Georgia; and Congresswoman Cori Bush from Missouri. 
We proudly stand with Alabama workers in Bessemer, Alabama because we know, we know, that standing up for the right of people to organize and collectively bargain is a God-given right for anyone who is working in America. And we look forward to going back to Congress and passing the PRO Act, which would streamline the NLRB, and stop companies from intimidating their workers. 
It’s critically important that you all know that we all stand on the shoulders of John Lewis, who said if you see something that ain’t right, that’s not just, we have a moral obligation to do something about it.
So, we stand in solidarity with the workers. It’s critically important that you all know that we don’t stand alone. The world is watching Alabama once again. And, once again, my district, Birmingham and Bessemer, it is so important that the world knows that once again, Alabama is standing up for civil rights, and for human rights.
Video of Rep. Sewell’s remarks can be found here. Photos with RWDSU leadership, Amazon workers, and Reps. Levin, Bowman, Bush, and Williams can be found here.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
77,Economy,Rep. Sewell Votes in Favor of the Updated Heroes Act,"September 30, 2020","Washington, D.C. - Today, Rep. Terri Sewell (AL-07) voted in favor of the Updated Heroes Act, House Democrats’ latest legislation to address the ongoing needs that have resulted from the COVID-19 public health crisis. This bill reflects current negotiations between Democrats and Republicans, as well as needs that have risen since the original Heroes Act passed the House of Representatives in May 2020.
“It is unfortunate that the White House and Senate Republicans have not been willing to compromise to provide additional money for ongoing relief to our communities, workers, and families,” Sewell said. “With passage of the Updated Heroes Act today, House Democrats’ have given the White House and Senate Republicans one more chance to pass another stimulus bill that will continue to provide critical relief for the American people.” 
“The provisions in the Updated Heroes Act are essential to avert greater economic and health catastrophe for families, schools, small businesses, essential workers, and health care providers in Alabama’s 7th Congressional District,” Sewell continued. “Not only does this legislation deliver much-needed resources to Alabama counties and cities, it also reflects House Democrats’ willingness to compromise in good faith to ensure our country can weather this ongoing crisis.”  
The Updated Heroes Act would provide counties and cities in Alabama’s 7th Congressional District with $396 million in funding to cover coronavirus-related outlays and revenue loss and pay our health care workers, library staff, law enforcement, fire, transportation, EMS, teachers and other vital workers who keep us safe and are in danger of losing their jobs. A town-by-town breakdown of the estimated funding allocations for the 7th District under the Updated Heroes Act is available here.
In addition to resources for our state, local, tribal and territorial governments, the Updated Heroes Act maintains key priorities from the original version of the legislation that passed the House in May. The bill also provides families with a second round of direct payments of $1,200 for each individual and $500 for each dependent, and extends weekly $600 federal unemployment payments through January 2021. 
Among the bill’s many provisions, it:


Provides strong support for small businesses by improving the Paycheck Protection Program (PPP) to serve the smallest businesses and struggling non-profits, providing hard-hit businesses with second loans, and delivering targeted assistance for the struggling restaurant industry and independent live venue operators.


More funds to bolster education and child care, with $225 billion for education – including $182 billion for K12 schools and nearly $39 billion for postsecondary education – and $57 billion to support child care for families.


Supports testing, tracing and treatment, through $75 billion for coronavirus testing, contact tracing and isolation measures, with special attention to the disparities facing communities of color, ensuring every American can access free coronavirus treatment, and supporting hospitals and providers. The updated bill also includes $28 billion for procurement, distribution and education campaigns for a safe and effective vaccine.


Protects payrolls, by enhancing the new employee retention tax credit that encourages employers to keep employees on payroll.


Preserves health coverage, protecting Americans losing their employer-provided health insurance by making unemployed Americans automatically receive the maximum ACA subsidy on the exchanges, as well as a special enrollment period in the ACA exchanges for uninsured Americans.


Strengthens food security, addressing rising hunger with a 15 percent increase to the maximum SNAP benefit and additional funding for nutrition programs that help families put food on the table as well as targeted support for farmers and producers impacted by the crisis.


Safeguards our democracy, with new resources to ensure safe elections, an accurate Census, and preserve the Postal Service.


 
###","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
78,Economy,FOR IMMEDIATE RELEASE: Rep. Sewell Votes to Keep Government Open and Extend Vital Programs,"September 22, 2020","Washington, D.C. – Today, Congresswoman Sewell voted in support of the continuing resolution legislation H.R. 8337, which provides for the continuation of funding for the programs contained in the 12 annual appropriation acts for FY2020. The bill passed the House in a final vote of 359-57-1.
 
“I voted for today’s legislation to avert a catastrophic government shutdown and fund the critical programs that my constituents depend on. At a time when our country is in the middle of a pandemic and millions of Americans are losing their homes and livelihoods to natural disasters, including hurricanes on the Gulf Coast, our government needs to be fully funded and operational so that the American people can get the resources they need,” said Rep. Sewell. “I am particularly proud of the provisions Democrats secured to save our seniors from a Medicare Part B premium hike, protect health, housing, and other programs for Veterans, and to provide repayment relief for our health care providers at the frontlines of the COVID-19 pandemic.” 
 
“While I’m disappointed that Senate Republicans and White House didn’t come to the table to agree to pass the long-term FY2021 funding bills that the House passed earlier this year, I look forward to working with my colleagues to make sure a long-term funding bill is passed before this CR expires in December. Additionally, an agreement on further Coronavirus relief legislation is desperately needed. Millions of Americans have lost their jobs and as the pandemic continues, municipalities, health care providers, essential workers, and small businesses are running out of resources from the CARES Act and relief is needed now.” 
 
A list of the programs that Congresswoman Sewell worked directly with House appropriators to secure in the FY2020 funding bill, which are extended by today’s continuing resolution, H.R. 8337, can be found here. Today’s bill includes several other funding provisions that Congresswoman Sewell fought in recent months to secure and that benefit the 7th District, including funding and extensions for the following programs, among others.
 

Rural Water and Waste Disposal Program Loans
Summer Electronic Benefits Transfer for Children (Summer EBT) program
Commodity Supplemental Food program
Temporary Assistance for Needy Families (TANF) program
2020 Decennial Census Program
Community Health Centers
Teaching Health Centers Graduate Medical Education Program
Special Diabetes Program
Grants for transportation to VA medical facilities for Veterans living in “highly rural” areas
Childcare assistance for Veterans while they receive health care at a VA facility
An initiative to assess the feasibility of paying for veterans in highly rural areas to travel to the nearest Vet Center, a community-based facility that provides readjustment counseling and other services
The Department of Labor’s homeless veteran reintegration programs, such as job training, counseling, and placement services

 
Further, today’s legislation:

Ensures USDA can fully meet the demand for Direct and Guaranteed Farm Ownership loans, especially for beginning and socially disadvantaged farmers.
Allows increased flexibility for the Small Business Administration to process certain small business loans and SBA Disaster Loans.
Provides a one-year extension for surface transportation programs, including federal highway, transit, and road safety programs.
Reauthorizes the Appalachian Regional Commission for one year.
Delays a scheduled $4 billion reduction in funding for disproportionate share hospital (DSH), which are hospitals that serve large numbers of low-income and uninsured patients.
Protects Medicare beneficiaries from the expected increase in Part B premiums for 2021 that is likely to result from the COVID-19 public health emergency.
Provides repayment relief to health care providers by extending the time in which they must repay advances and reducing the interest rate under the Medicare Accelerated and Advance Payment program until the end of the COVID-19 pandemic.
Allows Federal Emergency Management Agency (FEMA) to use the full amount available in the Disaster Relief Fund to respond to declared disasters.
Increases accountability in the Commodity Credit Corporation, preventing funds for farmers from being misused for large oil companies.
Ensures schoolchildren receive meals despite the pandemic’s disruption of their usual schedules, whether virtual or in-person, and expands Pandemic EBT access for young children in childcare.

 
 
 
###","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
79,Economy,VIDEO: Rep. Sewell's Trade Bill with Caribbean Basin Countries Passes House with Bipartisan Support,"September 21, 2020","Washington, D.C. – Today, U.S. Rep. Terri Sewell (AL-07) applauded the passage of H.R. 991, a bipartisan bill, she introduced to reauthorize the U.S. Caribbean Basin Trade Partnership Act (CBTPA) until September 2030. The legislation passed the House by unanimous voice vote.
 
The CBTPA is a preferential trade agreement that provides for duty and quota-free access for apparel products manufactured in designated beneficiary Caribbean Basin region countries. CBTPA also requires that Caribbean Basin countries use U.S. formed yarns, fabrics, and thread. The CBTPA was first enacted in 2000 and is currently authorized through September 30, 2020. Eligible CBTPA countries include Barbados, Belize, Curacao, Guyana, Haiti, Jamaica, St. Lucia, and Trinidad and Tobago.
 
“As the lead sponsor of the legislation to reauthorize the Caribbean Basin Trade Partnership Act, I am thrilled that Congress is taking action on this issue before the program expires at the end of the month,"" said Rep. Sewell. ""CBTPA is such an important economic tool for the United States and each of our partner countries, and it is critical to our continued diplomatic relationships in the Caribbean Basin. The bipartisan effort to reauthorize this program will allow us to export more American-made goods and strengthen Western supply chains, while contributing to economic development and job creation in Haiti and other countries throughout the Caribbean Basin region. I am grateful for its passage by unanimous voice vote in the House, and I urge the Senate to take up this bill before the September 30th deadline. ”
 
""I am incredibly grateful for Congresswoman Sewell's commitment to economic prosperity in the Republic of Haiti and the Caribbean region. The Extension of the Caribbean Basin Economic Recovery Act (CBERA), H.R. 991, which has received bipartisan and bicameral support, is a testament to Congress' unwavering support for working families in Haiti and CARICOM countries. This legislation has created countless jobs and generated billions of dollars in revenue over the past decade,” said Ambassador Herve Denis.
 
""Furthermore, CBTPA would play a crucial role in strengthening the supply chains for PPEs and textiles in response to COVID-19, making America less dependent on nations outside the Western Hemisphere. With the issues regarding China, Haiti hopes and expects to benefit from the ""Near-Shoring"" concept introduced by Congress. Together, we can continue to strengthen bilateral trade relations between two of the oldest republics in the Americas.""
 
“I’m proud to support our nation’s trade preference programs, which bolster further economic expansion in developing nations and support jobs here in America – a true win-win scenario,” said Rep. Brad Wenstrup (R-OH), Republican lead co-sponsor. “In particular, our bipartisan bill to extend the Caribbean Basin Trade Partnership Act accomplishes that goal in the Caribbean, providing trade benefits to eight Caribbean nations, most notably Haiti. I want to thank Congresswoman Terri Sewell for partnering with me on this important legislation and urge the Senate to consider it without delay.”
 
Together, the Caribbean Basin Economic Recovery Act (CBERA) and the CBTPA are collectively known as the Caribbean Basin Initiative (CBI). These two acts work together to facilitate the development of 17 independent countries of the Caribbean Basin region. For these two preferential trade programs to be effective, both CBTPA and CBERA must be authorized. Eligible CBERA countries include Antigua and Barbuda, Aruba, the Bahamas, Barbados, Belize, the British Virgin Islands, Curacao, Dominica, Grenada, Guyana, Haiti, Jamaica, Montserrat, St. Kitts and Nevis, St. Lucia, St. Vincent and the Grenadines and Trinidad and Tobago.
 
 
###","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
80,Economy,Rep. Sewell votes for tenth time to re-open the government,"January 22, 2019","WASHINGTON, D.C. – U.S. Rep. Terri Sewell (AL-07) cast her tenth vote Wednesday to re-open the government and ensure federal workers are guaranteed the pay they are due.
“I have voted ten times to re-open our government since Congress convened on January 3rd,” Sewell said. “On Friday, many of our federal workers will miss their second paycheck. The President and Senator Mitch McConnell may not understand what missing a single paycheck means – let alone two – but for many in Alabama’s 7th District and around the country, their failure to act is absolutely devastating.”
“I have met with federal workers in my district who are depending on us to do our jobs and re-open the government as soon as possible,” Sewell said. “I am calling on Senate Republicans to put partisan politics aside and vote on the House bills we passed so that our federal workers get the pay they are due.”
Earlier this week, Sewell heard directly from some of the 800,000 federal workers impacted by the shutdown. She met with TSA employees at both the Montgomery Regional and Birmingham-Shuttlesworth International Airports who have been working without pay for nearly a month as a result of the Trump government shutdown. Sewell provided the TSA officers with breakfast and lunch to thank them for their hard work despite the difficult circumstances.
Late Tuesday, Senate Majority Leader Mitch McConnell (R-KY) announced the Senate will vote on House-passed legislation on Thursday, marking the first votes the Republican-controlled Senate will take to re-open the government.
##
Rep. Terri A. Sewell (D-AL) is serving her fifth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and is the Vice Chair of the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, serves as Vice Chair of the Congressional Voting Rights Caucus and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
81,Economy,"Selma Time-Journal Op-Ed: Our Federal Workers are not political pawns, Mr. President.","January 21, 2019","Our Federal Workers are not political pawns, Mr. President.
By Rep. Terri A. Sewell 
In the Selma Times-Journal
Americans deserve a well-functioning Congress that works on their behalf. I know my constituents in Alabama’s 7th District did not send me to Washington to be a party to the problem, but to seek solutions. That is why I am working every day to reopen government and allow hardworking federal employees to work and ensure government services continue uninterrupted.
I voted to re-open the government and fund border security the moment Congress went into session on Jan. 3. Since then, I have voted an additional eight times to ensure our federal workers receive their due pay government gets back to work.
To be clear, I support investing in our nation’s border security. Just last summer, I voted for $1.6 billion to enhance our existing border security infrastructure and supported a bipartisan proposal to implement smart measures to ensure our Customs and Border Protection agents have the resources needed to effectively police the southern border. In July 2018, I went to the Texas border, toured detention centers and a port of entry, and met with border patrol agents there.  
Democrats and Republicans agree: we need to invest in our strategic infrastructure – state-of-the-art technologies to detect tunnels; sensors and radars to spot moving people and objects; and drones equipped with the technology to surveil areas that otherwise would be difficult to monitor. Equally as important, we need to provide adequate resources to combat the entry of terrorists and criminals into our country through our airports and other borders.
So, when the President says that Democrats are against securing our southern border, he is being dishonest. However, real border security will not come in the form of a medieval brick-and-mortar wall.
	What Republicans and the President do not seem to understand is that the irresponsible Trump shutdown is impacting the wellbeing of over 800,000 federal workers and their families who depend on a steady paycheck, and countless others who depend on essential government services affected by the shutdown.
For example, the Federal Bureau of Prisons is the largest employer in Pickens County, AL, which is located in my district. Those federal corrections officers are worried about being able to pay their monthly expenses, like their mortgages and essential health care costs. We also have countless other federal agencies impacted by the shutdown, including TSA, which impacts hardworking men and women in our airports, like agents in our Birmingham and Montgomery airports.
The negative side effects go on. The shutdown is having a rippling effect on local businesses all over the country, including those in the urban and rural parts of our district that depend on federal workers to keep their businesses open. Additionally, over 800,000 Alabamians rely on SNAP benefits to feed their families. If the shutdown continues, too many will be left without the support they need to put food on the table.
While it’s difficult for President Trump to understand why the average American can’t go without pay, the reality in Alabama is that many of my constituents live paycheck-to-paycheck regardless of how hard they work. Many are one financial emergency away from financial ruin. It is irresponsible that this Trump shutdown, now the longest in history, was completely avoidable.
	The status quo is unacceptable. Federal workers are not political pawns.
I will continue to work with my colleagues on both sides of the aisle to find a real path forward, but we need a willing partner in the White House who appreciates the hardship he is causing everyday Americans.  
	It’s time for President Trump and Sen. Mitch McConnell to put politics aside and take up the House-passed bills to end the shutdown NOW! Our communities and workers deserve better. Our nation deserves better. 
U.S. Rep. Terri A. Sewell represents Alabama’s 7th Congressional District.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
82,Economy,USDA Announces $23.4 Million for Uniontown Wastewater Solution,"November 16, 2018","WASHINGTON, D.C.– On Friday, November 16, the U.S. Department of Agriculture (USDA) announced a $23.4 million grant to address an ongoing wastewater treatment crisis in Uniontown, Alabama. USDA will work with the municipality to create an outside board which will oversee the development of a new wastewater system for Uniontown residents. Earlier this year, Congresswoman Terri A. Sewell (D-AL) helped secure an increase of $1.8 billion in an omnibus funding bill for USDA water and wastewater infrastructure projects.
“Today’s grant announcement is a huge victory for Uniontown that will have a real-life impact for thousands of Alabamians living in the rural Black Belt,” said Rep. Terri Sewell. “Thank you to Senators Richard Shelby and Doug Jones, Congressman Robert Aderholt, USDA State Rural Development Director Chris Beeker, and all of the state and local stakeholders who helped to make this investment possible. No American family should have to live without access to safe wastewater treatment in the 21st Century.  I have met with families in rural Alabama who struggle with the health and economic challenges created by failing wastewater systems. Every day, their stories inspire my fight in Congress for stronger investments in our wastewater infrastructure. USDA’s assistance in Uniontown is an important step forward, but the wastewater crisis facing Alabama’s rural Black Belt is not over. We must continue fighting for Uniontown, Lowndes County, and all of our state’s residents who have to live with inadequate basic resources.”
For over a decade, failing wastewater infrastructure has created enormous health and economic challenges for communities in rural Alabama. Since 2016, the issue has received national and international attention, with the release of a United Nations-sponsored report this year highlighting the failure of wastewater infrastructure in Alabama’s rural Black Belt.
In March, Rep. Sewell worked with House appropriators to secure $1.8 billion in additional funding for water and wastewater infrastructure under USDA as part of an omnibus spending bill. Rep. Sewell has also toured the spray fields in Uniontown and homes in Lowndes County to survey failing and inadequate wastewater systems. In May, the Congresswoman held a health fair in Hayneville, AL with Sen. Jones to raise public awareness about the health consequences associated with failing septic systems and wastewater contamination.
Rep. Sewell has made the repair of wastewater infrastructure a top priority since she was first elected to Congress. In 2013, Rep. Sewell helped White Hall in Lowndes County secure a $1 million grant and $112K loan through the Rural Water and Waste Disposal Program (USDA) which was used to connect 50 homes and businesses to the municipal sewer lines.
###
Rep. Terri A. Sewell (D-AL) is serving her fourth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and was recently appointed to the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, and serves as Vice Chair of the Congressional Voting Rights Caucus, and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
83,Economy,"Rep. Sewell Joins Delegation to Puerto Rico, U.S. Virgin Islands","July 26, 2018","WASHINGTON, D.C. – On Thursday, Congresswoman Terri A. Sewell (D-AL) joined a congressional delegation visit to Puerto Rico and the U.S. Virgin Islands focusing on hurricane recovery efforts. The delegation includes fifteen Democratic Members of the House of Representatives and is led by Minority Leader Nancy Pelosi.
“A year after the hurricanes hit, too many families in Puerto Rico and the U.S. Virgin Islands are still without clean water, without power, and without roofs on their homes,” said Rep. Terri Sewell. “Our delegation visit will bring attention to this ongoing crisis and needed oversight to federal recovery efforts. This Administration’s neglect for Puerto Rico and the U.S. Virgin Islands after they were devastated by Hurricane Maria is nothing short of disgraceful. We have a responsibility to help our fellow Americans recover from one of the worst natural disasters of this decade. As another hurricane season approaches, the need for action is urgent.”  
###

Rep. Terri A. Sewell (D-AL) is serving her fourth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and was recently appointed to the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, and serves as Vice Chair of the Congressional Voting Rights Caucus, and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
84,Economy,"Rep. Sewell Introduces Bipartisan Bill to Boost Post-Graduation Scholarships, Strengthen Workforce Recruitment in Rural America","July 24, 2018","WASHINGTON, D.C. – On Tuesday, Congresswoman Terri A. Sewell (D-AL) and Congressman Darin LaHood (R-IL) introduced H.R. 6486, a bill to amend the Internal Revenue Code to exclude certain post-graduation scholarship grants from being treated as gross income and, in turn, help recruit professionals into the workforce, help alleviate student loan debt, and promote economic growth in communities. This legislation would create parity for student loan payments with how scholarship payments made by foundations are currently treated under the tax code.
“Today’s bill takes a smart approach to building a skilled workforce in underserved communities while at the same time tackling our nation’s student debt crisis,” said Rep. Terri Sewell. “By providing tax relief to recipients of post-graduation scholarships, our bipartisan legislation supports programs which recruit skilled graduates to work in struggling communities where they are needed most. For our rural hospitals, which struggle so often to recruit medical professionals, programs like these are a critical pipeline of talent. I am proud to have worked with my Republican colleague Rep. Darin LaHood to introduce today’s bill, and I look forward to continuing our fight to strengthen America’s workforce and invest in rural and underserved communities.”
“This bipartisan legislation will not only help recruit talent to often underserved areas and professions, relieve individuals of student loan debt, and help foster economic development to particular regions, but charitable organizations will be provided greater flexible to serve their unique communities,” stated Rep. Darin LaHood. “With this amendment to the tax code, foundations and charitable organizations across the 18th District will be able to attract greater talent and reward professionals for committing to their local communities. I want to thank my Democratic colleague Rep. Sewell for co-authoring this bi-partisan legislation with me and I look forward to working together to get this legislation passed.”
A post-graduation scholarship is a type of charitable grant that foundations would make to attract individuals with career skills needed in a region to build their careers in that community. It functions much like a traditional scholarship, but would pay off a portion of student loans held by an individual who has already completed a degree or technical program.
 
###
Rep. Terri A. Sewell (D-AL) is serving her fourth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and was recently appointed to the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, and serves as Vice Chair of the Congressional Voting Rights Caucus, and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
85,Economy,Rep. Sewell Leads Bipartisan Letter Opposing Auto Tariffs,"July 18, 2018","WASHINGTON, D.C. – On Wednesday, Congresswoman Terri A. Sewell (D-AL), Congresswoman Jackie Walorski (R-IN), Congressman Ron Kind (D-WI), and Congressman Mike Kelly (R-PA) led a bipartisan letter, cosigned by 149 Members of Congress, to Secretary of Commerce Wilbur Ross expressing concern with the Section 232 investigation into the import of automobiles and automobile parts. The letter highlights the auto industry’s importance to American working families and the nation’s economy and the vast network of international suppliers that the industry relies on to stay competitive.
Read the full text of the Sewell-Walorski letter to the Trump Administration opposing auto tariffs.
“President Trump’s proposed auto tariffs would drive an estimated 195,000 jobs out of the United States and wreck Alabama’s growing manufacturing base,” said Rep. Terri Sewell. “I’m proud to see Republicans and Democrats standing together in support of auto workers and against the Trump Administration’s reckless and isolationist trade policy. In my home state of Alabama, the car manufacturing sector provides tens of thousands of workers a skilled job with good wages and good benefits. Rather than endangering those jobs through a trade war with our allies, we need to strengthen our trading relationships to better position U.S. workers in the global marketplace.”
Economists estimate that a 25 percent tariff on all foreign automobiles and auto parts would cost 195,000 American jobs.  Moreover, if countries chose to retaliate, as they have with recent tariffs, economists say that 624,000 American jobs could be lost. Alabama's automotive manufacturing sector is approaching nearly 40,000 jobs and motor vehicle exports topped $7.75 billion in 2017.
###
Rep. Terri A. Sewell (D-AL) is serving her fourth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and was recently appointed to the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, and serves as Vice Chair of the Congressional Voting Rights Caucus, and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
86,Economy,Rep. Sewell Proposal Passes in IRS Reform Package,"April 18, 2018","WASHINGTON, D.C. – On Wednesday, April 18, the House of Representatives passed the Taxpayer First Act, a legislative package which strengthens transparency and accountability at the Internal Revenue Service (IRS) and improves taxpayer services. The bill includes a provision proposed by Congresswoman Terri A. Sewell (D-AL) and Congressman Jason Smith (R-MO) originally introduced as the Preserving Taxpayers' Rights Act. Rep. Sewell voted for the underlying bill when it passed the House in a bipartisan vote.
“This legislation is a chance for us to strengthen the relationship many taxpayers have with the IRS,” said Rep. Sewell. “Tax season is a stressful time for millions of Americans, and the compliance burden on the average American and small business owner is unnecessarily difficult. Today, Congress took important steps to make the tax filing experience more sensible, fairer, and more efficient. The bill we passed today includes a bipartisan provision which I drafted with Rep. Jason Smith that improves efficiency and customer service at the IRS and gives taxpayers a chance to resolve disputes with the IRS without being forced to litigate in court. While our fight for a friendlier, more efficient tax system is not over, today’s vote is a victory for all taxpayers.”
The Preserving Taxpayers' Rights Act, which was included in the underlying legislation that passed the House today, contains provisions which 1) maintain taxpayers’ legal right to have cases heard by the IRS Office of Appeals; 2) further define which IRS cases can be designated for litigation; 3) further define when tax liability assessments can be levied; and 4) eliminate the use of outside law firms for federal tax audits.
###
Rep. Terri A. Sewell (D-AL) is serving her fourth term representing Alabama’s 7th Congressional district. She sits on the House Permanent Select Committee on Intelligence and was recently appointed to the powerful House Ways and Means Committee. Sewell is a Chief Deputy Whip and serves on the prestigious Steering and Policy Committee of the Democratic Caucus. She is also a member of the Congressional Black Caucus, and serves as Vice Chair of the Congressional Voting Rights Caucus, and Vice Chair of Outreach for the New Democrat Coalition.","Sewell, Terri",Alabama,D,Armed Services|House Administration|Joint Committee of Congress on the Library|Ways and Means
